"PolicyID","ClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density"
252081,1214,1,1,"e",4,34,"Renault, Nissan or Citroen","Regular","Aquitaine",1445
252083,1262,1,1,"d",3,79,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",1227
252129,1221,1,1,"e",9,34,"Renault, Nissan or Citroen","Regular","Ile-de-France",4998
252164,1237,1,1,"f",6,57,"Japanese (except Nissan) or Korean","Diesel","Centre",91
252227,943,1,0.29,"f",5,64,"Renault, Nissan or Citroen","Diesel","Centre",72
252249,1183,1,1,"e",3,26,"Renault, Nissan or Citroen","Diesel","Centre",18
252318,1258,1,0.75,"e",3,58,"Renault, Nissan or Citroen","Diesel","Centre",18
252323,1176,1,0.1,"g",13,25,"Renault, Nissan or Citroen","Diesel","Centre",27
252339,1207,1,0.41,"d",13,20,"Renault, Nissan or Citroen","Regular","Centre",27
252376,1195,1,0.89,"e",14,45,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",64
252409,1247,1,0.48,"f",14,43,"Opel, General Motors or Ford","Regular","Bretagne",56
252414,1222,1,1,"i",4,47,"Japanese (except Nissan) or Korean","Regular","Bretagne",4087
252429,1167,1,1,"e",4,47,"Renault, Nissan or Citroen","Diesel","Bretagne",54
252502,76,1,1,"e",8,37,"Renault, Nissan or Citroen","Diesel","Centre",32
252522,2889,1,1,"g",8,40,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",1490
252529,1188,1,1,"f",5,54,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",2039
252532,1206,1,1,"d",17,85,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",817
252536,186,1,0.67,"f",14,46,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",65
252584,1213,1,1,"f",9,57,"Renault, Nissan or Citroen","Regular","Centre",9
252684,1261,1,0.5,"g",4,47,"Renault, Nissan or Citroen","Diesel","Bretagne",222
252726,1243,1,0.76,"g",9,42,"Renault, Nissan or Citroen","Regular","Bretagne",45
252754,1235,1,1,"f",5,59,"Renault, Nissan or Citroen","Diesel","Aquitaine",96
252777,1166,1,1,"g",6,58,"Renault, Nissan or Citroen","Regular","Centre",856
252799,2560,1,1,"d",10,34,"other","Regular","Centre",856
252840,1183,1,1,"d",5,52,"Renault, Nissan or Citroen","Regular","Centre",388
252902,1287,1,1,"d",13,50,"Renault, Nissan or Citroen","Diesel","Bretagne",229
252959,79,1,1,"f",6,33,"Renault, Nissan or Citroen","Diesel","Bretagne",94
252971,202,1,1,"i",5,60,"Renault, Nissan or Citroen","Regular","Centre",1313
253002,1202,1,1,"g",7,37,"Renault, Nissan or Citroen","Regular","Centre",26
253011,1240,1,1,"k",18,56,"Renault, Nissan or Citroen","Regular","Centre",56
253099,879,1,0.38,"j",11,23,"Opel, General Motors or Ford","Regular","Bretagne",1602
253103,1221,1,0.16,"m",13,36,"Renault, Nissan or Citroen","Regular","Bretagne",136
253116,573,1,0.12,"f",6,25,"Fiat","Diesel","Bretagne",2624
253131,1160,1,1,"e",20,83,"Renault, Nissan or Citroen","Regular","Centre",17
253173,1277,1,0.96,"e",9,24,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",115
253243,1209,1,0.39,"h",4,30,"Renault, Nissan or Citroen","Diesel","Centre",57
253259,1196,2,1,"e",3,57,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",57
253259,1207,2,1,"e",3,57,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",57
253280,1255,1,1,"g",11,44,"Mercedes, Chrysler or BMW","Diesel","Centre",2715
253282,1447,1,0.74,"f",8,62,"Fiat","Regular","Ile-de-France",27000
253286,1169,1,1,"e",10,32,"Opel, General Motors or Ford","Diesel","Centre",57
253324,1165,1,1,"d",4,58,"Opel, General Motors or Ford","Regular","Centre",1054
253326,1546,1,0.04,"e",9,37,"Opel, General Motors or Ford","Diesel","Centre",1054
253327,1193,1,0.93,"i",16,41,"Renault, Nissan or Citroen","Regular","Centre",52
253337,1252,1,1,"g",18,49,"Renault, Nissan or Citroen","Diesel","Centre",13
253345,1252,1,1,"g",18,47,"Renault, Nissan or Citroen","Regular","Centre",1054
253347,572,1,1,"l",19,58,"Mercedes, Chrysler or BMW","Diesel","Centre",1054
253381,1192,1,1,"d",16,44,"Renault, Nissan or Citroen","Regular","Centre",1054
253416,1207,1,1,"e",3,36,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",508
253436,155,1,1,"d",8,73,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",242
253444,878,1,1,"h",13,33,"other","Diesel","Nord-Pas-de-Calais",242
253457,1422,1,0.38,"d",5,40,"Fiat","Regular","Nord-Pas-de-Calais",2227
253462,341,1,0.48,"d",9,47,"Fiat","Regular","Aquitaine",1445
253479,407,1,1,"m",16,36,"Mercedes, Chrysler or BMW","Regular","Aquitaine",4348
253481,720,1,1,"f",9,55,"Opel, General Motors or Ford","Regular","Aquitaine",1535
253495,547,1,1,"d",12,46,"Renault, Nissan or Citroen","Regular","Aquitaine",4253
253551,1221,1,0.45,"d",15,56,"Opel, General Motors or Ford","Regular","Aquitaine",36
253575,1291,1,1,"f",4,63,"Renault, Nissan or Citroen","Regular","Bretagne",262
253619,1179,1,1,"d",2,55,"Renault, Nissan or Citroen","Diesel","Bretagne",644
253624,1154,1,1,"h",3,34,"Renault, Nissan or Citroen","Diesel","Centre",16
253710,455,1,0.62,"d",8,37,"Fiat","Regular","Ile-de-France",3564
253728,1515,1,0.55,"e",1,46,"Renault, Nissan or Citroen","Diesel","Ile-de-France",3386
253756,44,1,0.59,"g",16,24,"Renault, Nissan or Citroen","Regular","Ile-de-France",1129
253780,1251,1,0.24,"h",20,61,"Opel, General Motors or Ford","Regular","Ile-de-France",2526
253794,1330,1,1,"f",8,22,"Renault, Nissan or Citroen","Diesel","Ile-de-France",1329
253803,219,1,0.13,"e",14,41,"Renault, Nissan or Citroen","Diesel","Ile-de-France",488
253815,1205,1,0.93,"g",8,40,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",2411
253834,1268,1,0.5,"j",16,32,"Renault, Nissan or Citroen","Diesel","Ile-de-France",488
253869,3339,1,0.23,"f",5,23,"Opel, General Motors or Ford","Diesel","Ile-de-France",101
253886,114,1,0.53,"i",10,47,"Renault, Nissan or Citroen","Regular","Ile-de-France",1329
253902,1227,1,1,"d",12,37,"Renault, Nissan or Citroen","Diesel","Centre",14
253924,1192,1,1,"h",1,49,"Fiat","Diesel","Centre",26
253948,1294,1,0.1,"d",6,32,"Mercedes, Chrysler or BMW","Diesel","Centre",63
253949,1769,1,0.6,"d",6,32,"Mercedes, Chrysler or BMW","Diesel","Centre",63
253988,1212,1,0.41,"j",12,35,"other","Diesel","Centre",8
253989,1151,1,0.58,"j",12,35,"other","Diesel","Centre",8
254042,1153,2,1,"f",9,59,"Renault, Nissan or Citroen","Diesel","Centre",405
254042,1299,2,1,"f",9,59,"Renault, Nissan or Citroen","Diesel","Centre",405
254049,265,1,1,"e",13,35,"Opel, General Motors or Ford","Diesel","Centre",124
254050,2131,1,1,"i",4,35,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",124
254052,209462,1,1,"f",10,61,"Renault, Nissan or Citroen","Diesel","Centre",20
254081,25,1,1,"d",14,45,"Renault, Nissan or Citroen","Regular","Centre",405
254107,1217,2,0.24,"j",10,31,"Mercedes, Chrysler or BMW","Regular","Limousin",1011
254107,332,2,0.24,"j",10,31,"Mercedes, Chrysler or BMW","Regular","Limousin",1011
254129,760,1,0.36,"i",17,37,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",93
254136,439,1,0.96,"f",18,22,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",831
254140,389,1,0.73,"f",11,33,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",831
254160,2357,1,0.48,"g",12,30,"Opel, General Motors or Ford","Regular","Poitou-Charentes",831
254163,2231,1,0.43,"g",2,23,"Volkswagen, Audi, Skoda or Seat","Diesel","Poitou-Charentes",831
254166,1176,1,0.46,"g",11,22,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",831
254230,1232,1,1,"g",3,63,"Opel, General Motors or Ford","Diesel","Aquitaine",31
254269,1185,1,0.66,"f",16,34,"Renault, Nissan or Citroen","Diesel","Basse-Normandie",617
254275,2109,1,1,"n",10,26,"Volkswagen, Audi, Skoda or Seat","Regular","Bretagne",139
254278,1227,1,0.49,"e",7,70,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",19
254299,1219,1,0.41,"h",2,51,"Renault, Nissan or Citroen","Diesel","Centre",149
254370,1017,1,0.31,"e",12,46,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",105
254373,1223,1,0.6,"g",9,60,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",5410
254390,1228,1,0.93,"j",16,22,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",238
254394,1207,1,0.21,"i",12,20,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",153
254437,2247,1,0.75,"e",11,39,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",93
254453,9929,1,0.28,"d",7,59,"Opel, General Motors or Ford","Diesel","Poitou-Charentes",562
254481,3097,1,0.86,"g",1,28,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",227
254483,557,1,0.95,"d",1,25,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",2694
254490,1202,1,0.66,"g",6,56,"Opel, General Motors or Ford","Diesel","Poitou-Charentes",71
254491,1173,1,1,"f",11,31,"Renault, Nissan or Citroen","Diesel","Ile-de-France",136
254526,2162,1,0.77,"e",4,59,"Renault, Nissan or Citroen","Diesel","Ile-de-France",2790
254543,609,1,0.64,"e",6,71,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",136
254547,621,1,1,"e",4,43,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",4116
254591,1237,1,1,"g",10,56,"other","Diesel","Centre",11
254592,73,1,0.83,"d",2,23,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",14
254610,1196,1,0.41,"e",9,45,"Opel, General Motors or Ford","Diesel","Centre",182
254662,1191,1,1,"g",2,60,"Renault, Nissan or Citroen","Diesel","Centre",9
254672,1198,1,1,"f",8,25,"Volkswagen, Audi, Skoda or Seat","Diesel","Ile-de-France",6485
254678,1187,1,0.88,"d",13,49,"Renault, Nissan or Citroen","Diesel","Centre",38
254688,576,2,1,"j",14,74,"Renault, Nissan or Citroen","Regular","Ile-de-France",1609
254688,615,2,1,"j",14,74,"Renault, Nissan or Citroen","Regular","Ile-de-France",1609
254692,65273,1,0.68,"f",9,52,"Renault, Nissan or Citroen","Diesel","Centre",27
254693,1228,1,0.17,"j",14,54,"Renault, Nissan or Citroen","Diesel","Ile-de-France",1609
254808,1232,1,1,"f",12,53,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",783
254832,86,1,0.05,"g",10,43,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",368
254843,3249,1,1,"f",7,55,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",617
254844,1261,1,0.75,"e",3,30,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",269
254846,1203,1,1,"g",7,21,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",1386
254864,407,1,1,"h",12,75,"Mercedes, Chrysler or BMW","Diesel","Nord-Pas-de-Calais",3095
254886,1189,1,0.61,"i",6,51,"Renault, Nissan or Citroen","Regular","Bretagne",3021
254888,1670,1,0.23,"e",11,58,"Volkswagen, Audi, Skoda or Seat","Diesel","Bretagne",3021
254892,1203,1,1,"g",18,31,"Renault, Nissan or Citroen","Diesel","Bretagne",3021
254957,2882,1,1,"g",84,30,"Renault, Nissan or Citroen","Regular","Bretagne",3021
254958,1214,1,0.25,"k",3,24,"Mercedes, Chrysler or BMW","Diesel","Bretagne",3021
254979,1245,1,0.58,"e",3,41,"Renault, Nissan or Citroen","Diesel","Centre",74
255017,1178,1,1,"h",20,45,"Fiat","Diesel","Pays-de-la-Loire",124
255040,8505,1,0.24,"i",1,47,"Mercedes, Chrysler or BMW","Diesel","Aquitaine",3075
255048,1229,1,0.67,"e",11,20,"Renault, Nissan or Citroen","Diesel","Aquitaine",238
255053,3257,1,0.32,"f",13,21,"Renault, Nissan or Citroen","Diesel","Aquitaine",19
255064,936,1,0.59,"g",6,37,"Renault, Nissan or Citroen","Diesel","Aquitaine",238
255147,1882,1,1,"e",2,50,"Renault, Nissan or Citroen","Diesel","Centre",26
255152,876,1,1,"f",7,20,"Renault, Nissan or Citroen","Diesel","Centre",10
255173,289,1,0.44,"g",1,38,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",170
255217,3341,1,0.9,"d",1,52,"Renault, Nissan or Citroen","Regular","Centre",11
255272,64,1,1,"g",5,48,"other","Diesel","Haute-Normandie",133
255276,1194,1,1,"d",5,33,"Renault, Nissan or Citroen","Regular","Haute-Normandie",133
255301,1217,1,1,"h",4,61,"Mercedes, Chrysler or BMW","Diesel","Haute-Normandie",57
255338,702,1,0.65,"e",7,45,"Opel, General Motors or Ford","Diesel","Basse-Normandie",598
255368,392,1,0.9,"f",18,64,"Volkswagen, Audi, Skoda or Seat","Diesel","Poitou-Charentes",562
255379,1216,1,1,"g",14,39,"Mercedes, Chrysler or BMW","Diesel","Poitou-Charentes",138
255384,1282,1,1,"l",3,40,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",122
255391,1217,1,0.82,"e",2,34,"Opel, General Motors or Ford","Regular","Poitou-Charentes",2694
255417,7511,1,0.16,"h",4,45,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",578
255467,1065,1,0.51,"g",5,43,"Renault, Nissan or Citroen","Regular","Ile-de-France",27000
255468,1225,1,1,"j",1,47,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",122
255469,18116,1,0.03,"g",1,21,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",213
255494,68,1,0.89,"f",12,51,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",886
255502,1246,1,0.76,"j",16,22,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",562
255574,1164,1,1,"f",9,48,"Renault, Nissan or Citroen","Diesel","Centre",295
255593,1232,1,1,"j",15,28,"Renault, Nissan or Citroen","Regular","Centre",376
255635,1281,1,0.42,"e",10,57,"Renault, Nissan or Citroen","Regular","Centre",399
255666,1176,2,1,"i",18,63,"Renault, Nissan or Citroen","Regular","Centre",295
255666,2653,2,1,"i",18,63,"Renault, Nissan or Citroen","Regular","Centre",295
255723,5,1,0.76,"f",5,46,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",399
255750,1221,1,0.49,"i",12,25,"Renault, Nissan or Citroen","Regular","Centre",1054
255785,1203,1,0.36,"h",11,45,"Renault, Nissan or Citroen","Diesel","Centre",295
255809,1216,1,0.68,"e",11,57,"Opel, General Motors or Ford","Regular","Ile-de-France",1064
255829,73,1,1,"f",3,51,"Renault, Nissan or Citroen","Regular","Ile-de-France",8915
255836,95,1,0.49,"i",9,31,"Renault, Nissan or Citroen","Regular","Ile-de-France",27000
255846,391,1,0.3,"i",8,39,"Renault, Nissan or Citroen","Regular","Ile-de-France",27000
255849,1281,1,1,"e",3,58,"Renault, Nissan or Citroen","Regular","Ile-de-France",27000
255879,1198,1,0.94,"g",12,31,"Renault, Nissan or Citroen","Regular","Ile-de-France",1064
255940,868,2,1,"g",8,62,"Renault, Nissan or Citroen","Diesel","Centre",105
255940,1222,2,1,"g",8,62,"Renault, Nissan or Citroen","Diesel","Centre",105
255945,81,1,1,"h",5,53,"Mercedes, Chrysler or BMW","Diesel","Centre",83
255957,437,1,0.91,"k",8,43,"Renault, Nissan or Citroen","Regular","Ile-de-France",3238
255963,460,1,1,"d",13,71,"Renault, Nissan or Citroen","Regular","Centre",20
256001,1131,1,0.75,"f",18,31,"Volkswagen, Audi, Skoda or Seat","Regular","Bretagne",3021
256028,81,1,0.00821917808219178,"g",11,39,"Renault, Nissan or Citroen","Diesel","Bretagne",65
256042,1189,1,0.91,"j",15,28,"Opel, General Motors or Ford","Diesel","Bretagne",94
256057,50,1,1,"h",1,35,"Renault, Nissan or Citroen","Diesel","Ile-de-France",33
256069,9,1,1,"g",9,53,"Renault, Nissan or Citroen","Diesel","Bretagne",30
256140,1131,1,0.24,"d",15,36,"Fiat","Regular","Centre",282
256183,837,1,0.08,"g",1,48,"Opel, General Motors or Ford","Diesel","Centre",67
256223,1195,1,0.4,"e",10,18,"other","Diesel","Poitou-Charentes",43
256277,561,1,0.14,"d",10,58,"Renault, Nissan or Citroen","Regular","Centre",1064
256290,1184,1,0.64,"e",4,67,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",4116
256334,106,1,0.75,"f",6,44,"Renault, Nissan or Citroen","Diesel","Centre",149
256355,1212,1,1,"f",6,38,"Fiat","Diesel","Centre",164
256366,2059,1,0.53,"e",7,23,"Fiat","Regular","Centre",1313
256369,1221,1,1,"e",4,52,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",2308
256395,5131,1,1,"d",2,55,"Renault, Nissan or Citroen","Regular","Centre",1313
256419,1196,1,1,"g",12,38,"Renault, Nissan or Citroen","Diesel","Centre",1313
256423,1205,1,1,"e",2,24,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",182
256437,1866,1,0.75,"d",13,59,"Fiat","Diesel","Ile-de-France",27000
256452,146,1,1,"d",3,59,"Renault, Nissan or Citroen","Regular","Ile-de-France",27000
256468,1824,1,0.53,"d",14,71,"Opel, General Motors or Ford","Regular","Centre",614
256527,166,1,0.26,"g",9,70,"Opel, General Motors or Ford","Diesel","Centre",50
256528,1229,1,1,"e",1,57,"Renault, Nissan or Citroen","Regular","Centre",6
256558,1115,1,0.16,"g",6,51,"Renault, Nissan or Citroen","Diesel","Bretagne",104
256606,327,1,1,"f",4,25,"Renault, Nissan or Citroen","Regular","Bretagne",634
256611,562,1,0.91,"i",14,36,"Mercedes, Chrysler or BMW","Diesel","Bretagne",54
256643,1253,1,1,"d",4,57,"Renault, Nissan or Citroen","Regular","Basse-Normandie",67
256654,180,1,1,"e",6,37,"Renault, Nissan or Citroen","Diesel","Bretagne",159
256662,8794,1,0.38,"e",2,74,"Renault, Nissan or Citroen","Diesel","Basse-Normandie",1284
256664,778,1,0.66,"g",2,44,"Volkswagen, Audi, Skoda or Seat","Diesel","Basse-Normandie",1284
256681,1585,1,1,"g",4,45,"Renault, Nissan or Citroen","Regular","Basse-Normandie",1284
256712,720,1,1,"g",13,81,"Renault, Nissan or Citroen","Regular","Centre",741
256767,1220,1,0.86,"d",4,52,"Renault, Nissan or Citroen","Regular","Centre",34
256768,80,1,0.13,"d",0,52,"Renault, Nissan or Citroen","Regular","Centre",34
256780,1193,1,0.8,"d",7,76,"Renault, Nissan or Citroen","Regular","Centre",1313
256788,571,1,1,"e",13,49,"Renault, Nissan or Citroen","Diesel","Centre",214
256868,1182,1,1,"f",15,30,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",4128
256902,1215,1,0.91,"i",14,38,"Renault, Nissan or Citroen","Regular","Centre",27
256908,1181,1,0.71,"d",0,56,"Renault, Nissan or Citroen","Diesel","Centre",79
256942,78,1,1,"g",2,62,"Volkswagen, Audi, Skoda or Seat","Regular","Ile-de-France",27000
256945,742,1,1,"f",8,52,"Volkswagen, Audi, Skoda or Seat","Diesel","Ile-de-France",4939
256956,3144,1,0.46,"e",9,30,"Volkswagen, Audi, Skoda or Seat","Diesel","Ile-de-France",3184
256968,1173,1,1,"g",11,50,"Renault, Nissan or Citroen","Regular","Ile-de-France",7187
256979,1318,2,1,"e",6,78,"Renault, Nissan or Citroen","Regular","Ile-de-France",9422
256979,1103,2,1,"e",6,78,"Renault, Nissan or Citroen","Regular","Ile-de-France",9422
257011,4317,1,0.36,"f",9,77,"Renault, Nissan or Citroen","Diesel","Haute-Normandie",663
257012,1208,1,0.7,"f",7,34,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",3095
257021,288,1,1,"g",7,38,"Renault, Nissan or Citroen","Regular","Centre",155
257102,2087,1,0.1,"j",14,30,"Volkswagen, Audi, Skoda or Seat","Regular","Ile-de-France",27000
257110,1212,1,0.79,"i",15,47,"Renault, Nissan or Citroen","Regular","Centre",133
257140,1418,1,0.83,"f",4,25,"Renault, Nissan or Citroen","Diesel","Centre",29
257191,936,1,1,"f",2,41,"Opel, General Motors or Ford","Diesel","Centre",83
257226,1245,1,0.83,"f",7,48,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",490
257231,2313,1,0.75,"e",19,80,"Renault, Nissan or Citroen","Diesel","Centre",105
257258,604,1,0.74,"k",11,32,"Renault, Nissan or Citroen","Regular","Centre",40
257261,601,1,1,"g",4,68,"Renault, Nissan or Citroen","Regular","Centre",105
257324,1191,1,0.16,"f",4,44,"Japanese (except Nissan) or Korean","Diesel","Centre",105
257352,601,1,1,"g",7,38,"Renault, Nissan or Citroen","Regular","Bretagne",473
257368,1197,1,0.58,"l",16,36,"other","Regular","Bretagne",473
257386,164,2,1,"g",6,20,"Renault, Nissan or Citroen","Regular","Haute-Normandie",1316
257386,1209,2,1,"g",6,20,"Renault, Nissan or Citroen","Regular","Haute-Normandie",1316
257484,475,1,0.91,"f",6,34,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",269
257516,1236,1,0.67,"d",11,38,"Fiat","Regular","Ile-de-France",436
257546,1157,1,0.02,"j",10,42,"Renault, Nissan or Citroen","Regular","Ile-de-France",269
257574,1161,1,0.84,"h",12,75,"Japanese (except Nissan) or Korean","Regular","Bretagne",634
257592,4387,1,0.58,"g",11,79,"Mercedes, Chrysler or BMW","Diesel","Bretagne",54
257604,74,1,1,"g",7,43,"Renault, Nissan or Citroen","Regular","Bretagne",634
257608,156,1,0.97,"d",13,23,"Renault, Nissan or Citroen","Regular","Bretagne",50
257684,1477,1,0.57,"e",10,75,"Renault, Nissan or Citroen","Regular","Centre",64
257703,1205,1,1,"e",4,66,"Fiat","Diesel","Centre",64
257730,1202,1,0.94,"d",23,67,"Renault, Nissan or Citroen","Regular","Aquitaine",46
257744,1157,1,1,"g",8,47,"Mercedes, Chrysler or BMW","Diesel","Aquitaine",4348
257753,871,1,1,"g",2,63,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",3857
257785,1190,1,1,"g",8,80,"Volkswagen, Audi, Skoda or Seat","Regular","Aquitaine",813
257788,32,1,1,"f",4,32,"Renault, Nissan or Citroen","Diesel","Aquitaine",2257
257831,1210,1,1,"h",13,37,"Renault, Nissan or Citroen","Diesel","Centre",155
257857,193,1,0.18,"d",3,44,"Renault, Nissan or Citroen","Regular","Centre",155
